id,time,values
3,2023:01:01 20:27:11,1329
1,2023:01:01 20:27:41,333.5
2,2023:01:01 20:27:41,1275.9
3,2023:01:01 20:27:41,316.9
1,2023:01:01 20:28:11,2189.5
2,2023:01:01 20:28:11,530.3
3,2023:01:01 20:28:11,2264
1,2023:01:01 20:28:41,2197.9
2,2023:01:01 20:28:41,2419.9
3,2023:01:01 20:28:41,2910.5
1,2023:01:01 20:29:11,2479.1
2,2023:01:01 20:29:11,1866.1
3,2023:01:01 20:29:11,868.1
1,2023:01:01 20:29:41,365.2
2,2023:01:01 20:29:41,875.3
3,2023:01:01 20:29:41,2403.3
1,2023:01:01 20:30:11,3202.9
2,2023:01:01 20:30:11,1598.7
3,2023:01:01 20:30:11,704.2
1,2023:01:01 20:30:41,2625.3
2,2023:01:01 20:30:41,2008.3
3,2023:01:01 20:30:41,1142
1,2023:01:01 20:31:11,1581.4
2,2023:01:01 20:31:11,3271.8
3,2023:01:01 20:31:11,1224.4
1,2023:01:01 20:31:41,3106.3
2,2023:01:01 20:31:41,722.9
3,2023:01:01 20:31:41,2065.2
1,2023:01:01 20:32:11,1886.4
2,2023:01:01 20:32:11,476.9
3,2023:01:01 20:32:11,3047
1,2023:01:01 20:32:41,1500.5
2,2023:01:01 20:32:41,2104.7
3,2023:01:01 20:32:41,159.4
1,2023:01:01 20:33:11,2148.7
2,2023:01:01 20:33:11,2432.6
3,2023:01:01 20:33:11,327.6
1,2023:01:01 20:33:41,2132.3
2,2023:01:01 20:33:41,654
3,2023:01:01 20:33:41,767.9
1,2023:01:01 20:34:11,2399
2,2023:01:01 20:34:11,3258.8
3,2023:01:01 20:34:11,2471
1,2023:01:01 20:34:41,2927.1
2,2023:01:01 20:34:41,1794.5
3,2023:01:01 20:34:41,2922.1
1,2023:01:01 20:35:11,2847
2,2023:01:01 20:35:11,2018.3
3,2023:01:01 20:35:11,2358.9
1,2023:01:01 20:35:41,2395.5
2,2023:01:01 20:35:41,497.8
3,2023:01:01 20:35:41,2477.9
1,2023:01:01 20:36:11,500.6
2,2023:01:01 20:36:11,1326.2
3,2023:01:01 20:36:11,2013.5
1,2023:01:01 20:36:41,2348.7
2,2023:01:01 20:36:41,2719.6
3,2023:01:01 20:36:41,2903.3
1,2023:01:01 20:37:11,208.8
2,2023:01:01 20:37:11,1293.5
3,2023:01:01 20:37:11,1977.9
1,2023:01:01 20:37:41,1599.3
2,2023:01:01 20:37:41,1479
3,2023:01:01 20:37:41,2496.2
1,2023:01:01 20:38:11,1896.5
2,2023:01:01 20:38:11,1100.1
3,2023:01:01 20:38:11,1910.5
1,2023:01:01 20:38:41,1180.7
2,2023:01:01 20:38:41,2456.7
3,2023:01:01 20:38:41,266.9
1,2023:01:01 20:39:11,313.4
2,2023:01:01 20:39:11,3267.1
3,2023:01:01 20:39:11,145.7
1,2023:01:01 20:39:41,1299.8
2,2023:01:01 20:39:41,354.5
3,2023:01:01 20:39:41,1359.7
1,2023:01:01 20:40:11,1421.8
2,2023:01:01 20:40:11,883.8
3,2023:01:01 20:40:11,1484.4
1,2023:01:01 20:40:41,737.2
2,2023:01:01 20:40:41,856.3
3,2023:01:01 20:40:41,2102.8
1,2023:01:01 20:41:11,2926.4
2,2023:01:01 20:41:11,2880.1
3,2023:01:01 20:41:11,1472.3
1,2023:01:01 20:41:41,1349
2,2023:01:01 20:41:41,760.4
3,2023:01:01 20:41:41,3160.1
1,2023:01:01 20:42:11,2422.7
2,2023:01:01 20:42:11,1119.7
3,2023:01:01 20:42:11,2369.2
1,2023:01:01 20:42:41,1977.1
2,2023:01:01 20:42:41,2036.3
3,2023:01:01 20:42:41,2930.1
1,2023:01:01 20:43:11,2236.3
2,2023:01:01 20:43:11,772.1
3,2023:01:01 20:43:11,356.5
1,2023:01:01 20:43:41,1742.1
2,2023:01:01 20:43:41,2344.5
3,2023:01:01 20:43:41,1861
1,2023:01:01 20:44:11,49.5
2,2023:01:01 20:44:11,1674.1
3,2023:01:01 20:44:11,1502.2
1,2023:01:01 20:44:41,3181.2
2,2023:01:01 20:44:41,2915.1
3,2023:01:01 20:44:41,2301.5
1,2023:01:01 20:45:11,805.5
2,2023:01:01 20:45:11,339.3
3,2023:01:01 20:45:11,873.8
1,2023:01:01 20:45:41,1527.9
2,2023:01:01 20:45:41,1988.2
3,2023:01:01 20:45:41,160.8
1,2023:01:01 20:46:11,1265.4
2,2023:01:01 20:46:11,382.2
3,2023:01:01 20:46:11,3270.7
1,2023:01:01 20:46:41,2424.5
2,2023:01:01 20:46:41,133.8
3,2023:01:01 20:46:41,14.4
1,2023:01:01 20:47:11,2229
2,2023:01:01 20:47:11,3133.9
3,2023:01:01 20:47:11,2315.4
1,2023:01:01 20:47:41,2460.4
2,2023:01:01 20:47:41,462.3
3,2023:01:01 20:47:41,2222.5
1,2023:01:01 20:48:11,2007.8
2,2023:01:01 20:48:11,2172.4
3,2023:01:01 20:48:11,3198.1
1,2023:01:01 20:48:41,233
2,2023:01:01 20:48:41,2973.3
3,2023:01:01 20:48:41,2822.3
1,2023:01:01 20:49:11,2059.4
2,2023:01:01 20:49:11,2913
3,2023:01:01 20:49:11,1884.6
1,2023:01:01 20:49:41,498.7
2,2023:01:01 20:49:41,2944.5
3,2023:01:01 20:49:41,1880.5
1,2023:01:01 20:50:11,861.6
2,2023:01:01 20:50:11,575
3,2023:01:01 20:50:11,2048.9
1,2023:01:01 20:50:41,2733.8
2,2023:01:01 20:50:41,2196.3
3,2023:01:01 20:50:41,2813.5
1,2023:01:01 20:51:11,1469.7
2,2023:01:01 20:51:11,3220.9
3,2023:01:01 20:51:11,2163
1,2023:01:01 20:51:41,2322.4
2,2023:01:01 20:51:41,190.8
3,2023:01:01 20:51:41,2673.7
1,2023:01:01 20:52:11,2447.4
2,2023:01:01 20:52:11,3192
3,2023:01:01 20:52:11,2737.2
1,2023:01:01 20:52:41,1029.3
2,2023:01:01 20:52:41,385.5
3,2023:01:01 20:52:41,673.4
1,2023:01:01 20:53:11,956.1
2,2023:01:01 20:53:11,3105.6
3,2023:01:01 20:53:11,2760.6
1,2023:01:01 20:53:41,818.4
2,2023:01:01 20:53:41,707.5
3,2023:01:01 20:53:41,2838.2
1,2023:01:01 20:54:11,1411.9
2,2023:01:01 20:54:11,674.1
3,2023:01:01 20:54:11,3043.2
1,2023:01:01 20:54:41,2468.4
2,2023:01:01 20:54:41,1277.9
3,2023:01:01 20:54:41,1227.9
1,2023:01:01 20:55:11,1828.3
2,2023:01:01 20:55:11,2066.7
3,2023:01:01 20:55:11,3083.6
1,2023:01:01 20:55:41,2412.5
2,2023:01:01 20:55:41,2411.8
3,2023:01:01 20:55:41,1273.7
1,2023:01:01 20:56:11,1802.8
2,2023:01:01 20:56:11,3211.9
3,2023:01:01 20:56:11,2057.7
1,2023:01:01 20:56:41,1073.7
2,2023:01:01 20:56:41,1409.1
3,2023:01:01 20:56:41,2055.6
1,2023:01:01 20:57:11,2279.5
2,2023:01:01 20:57:11,1606
3,2023:01:01 20:57:11,2190.1
1,2023:01:01 20:57:41,879.3
2,2023:01:01 20:57:41,343.2
3,2023:01:01 20:57:41,213.6
1,2023:01:01 20:58:11,458
2,2023:01:01 20:58:11,1487.5
3,2023:01:01 20:58:11,590.7
1,2023:01:01 20:58:41,2118.4
2,2023:01:01 20:58:41,2807.4
3,2023:01:01 20:58:41,871.9
1,2023:01:01 20:59:11,2679
2,2023:01:01 20:59:11,2047.6
3,2023:01:01 20:59:11,3004.1
1,2023:01:01 20:59:41,335.1
2,2023:01:01 20:59:41,832.9
3,2023:01:01 20:59:41,1629
1,2023:01:01 21:00:11,2297.4
2,2023:01:01 21:00:11,2307.2
3,2023:01:01 21:00:11,359.1
1,2023:01:01 21:00:41,1218.9
2,2023:01:01 21:00:41,1578.7
3,2023:01:01 21:00:41,3149
1,2023:01:01 21:01:11,323.9
2,2023:01:01 21:01:11,1489.3
3,2023:01:01 21:01:11,305.3
1,2023:01:01 21:01:41,1706.3
2,2023:01:01 21:01:41,1068.1
3,2023:01:01 21:01:41,2590.3
1,2023:01:01 21:02:11,2700.5
2,2023:01:01 21:02:11,2417.6
3,2023:01:01 21:02:11,1847.9
1,2023:01:01 21:02:41,169.5
2,2023:01:01 21:02:41,613.9
3,2023:01:01 21:02:41,3246.8
1,2023:01:01 21:03:11,1399.8
2,2023:01:01 21:03:11,2108.3
3,2023:01:01 21:03:11,2363.9
1,2023:01:01 21:03:41,2951.5
2,2023:01:01 21:03:41,2762.1
3,2023:01:01 21:03:41,2999.3
1,2023:01:01 21:04:11,1582.6
2,2023:01:01 21:04:11,1572.2
3,2023:01:01 21:04:11,2383.8
1,2023:01:01 21:04:41,2482.8
2,2023:01:01 21:04:41,1258.1
3,2023:01:01 21:04:41,2439.9
1,2023:01:01 21:05:11,897.8
2,2023:01:01 21:05:11,1189.1
3,2023:01:01 21:05:11,102.3
1,2023:01:01 21:05:41,2694.3
2,2023:01:01 21:05:41,2483.4
3,2023:01:01 21:05:41,1424.3
1,2023:01:01 21:06:11,734.9
2,2023:01:01 21:06:11,270.2
3,2023:01:01 21:06:11,870.7
1,2023:01:01 21:06:41,2050.2
2,2023:01:01 21:06:41,2514.1
3,2023:01:01 21:06:41,1068.7
1,2023:01:01 21:07:11,834.6
2,2023:01:01 21:07:11,1589.1
3,2023:01:01 21:07:11,2463.7
1,2023:01:01 21:07:41,1841.3
2,2023:01:01 21:07:41,1140
3,2023:01:01 21:07:41,2281.6
1,2023:01:01 21:08:11,3169
2,2023:01:01 21:08:11,1316.2
3,2023:01:01 21:08:11,893.5
1,2023:01:01 21:08:41,2912.6
2,2023:01:01 21:08:41,1941
3,2023:01:01 21:08:41,1987.7
1,2023:01:01 21:09:11,1138.2
2,2023:01:01 21:09:11,2626
3,2023:01:01 21:09:11,2718.9
1,2023:01:01 21:09:41,2670.5
2,2023:01:01 21:09:41,1387.4
3,2023:01:01 21:09:41,266.3
1,2023:01:01 21:10:11,2072.2
2,2023:01:01 21:10:11,3219.5
3,2023:01:01 21:10:11,2256.6
1,2023:01:01 21:10:41,1636
2,2023:01:01 21:10:41,603.8
3,2023:01:01 21:10:41,1858.8
1,2023:01:01 21:11:11,781.1
2,2023:01:01 21:11:11,2824.5
3,2023:01:01 21:11:11,946.7
1,2023:01:01 21:11:41,3242.5
2,2023:01:01 21:11:41,2686.7
3,2023:01:01 21:11:41,1318.9
1,2023:01:01 21:12:11,1054.2
2,2023:01:01 21:12:11,1306.3
3,2023:01:01 21:12:11,2154.7
1,2023:01:01 21:12:41,3050.2
2,2023:01:01 21:12:41,2961.7
3,2023:01:01 21:12:41,909.9
1,2023:01:01 21:13:11,2502.3
2,2023:01:01 21:13:11,1722.6
3,2023:01:01 21:13:11,3120.3
1,2023:01:01 21:13:41,3004.8
2,2023:01:01 21:13:41,2105.1
3,2023:01:01 21:13:41,157
1,2023:01:01 21:14:11,863.6
2,2023:01:01 21:14:11,945.8
3,2023:01:01 21:14:11,2596.7
1,2023:01:01 21:14:41,845.6
2,2023:01:01 21:14:41,940.5
3,2023:01:01 21:14:41,1153.1
1,2023:01:01 21:15:11,2996.2
2,2023:01:01 21:15:11,2681.9
3,2023:01:01 21:15:11,797.5
1,2023:01:01 21:15:41,1055.6
2,2023:01:01 21:15:41,753.1
3,2023:01:01 21:15:41,3149.5
1,2023:01:01 21:16:11,804.4
2,2023:01:01 21:16:11,3059.1
3,2023:01:01 21:16:11,2680.3
1,2023:01:01 21:16:41,338.8
2,2023:01:01 21:16:41,1891.5
3,2023:01:01 21:16:41,745
1,2023:01:01 21:17:11,1231.9
2,2023:01:01 21:17:11,627.2
3,2023:01:01 21:17:11,2579.1
1,2023:01:01 21:17:41,2938.3
2,2023:01:01 21:17:41,1013.3
3,2023:01:01 21:17:41,177.5
1,2023:01:01 21:18:11,2464.2
2,2023:01:01 21:18:11,2356.9
3,2023:01:01 21:18:11,1830
1,2023:01:01 21:18:41,1795.4
2,2023:01:01 21:18:41,1207.8
3,2023:01:01 21:18:41,358.5
1,2023:01:01 21:19:11,225.7
2,2023:01:01 21:19:11,2533.3
3,2023:01:01 21:19:11,89.3
1,2023:01:01 21:19:41,1049
2,2023:01:01 21:19:41,1010.3
3,2023:01:01 21:19:41,475
1,2023:01:01 21:20:11,1723.3
2,2023:01:01 21:20:11,1072.2
3,2023:01:01 21:20:11,2427.1
1,2023:01:01 21:20:41,1961.1
2,2023:01:01 21:20:41,1899
3,2023:01:01 21:20:41,3033.8
1,2023:01:01 21:21:11,2164.1
2,2023:01:01 21:21:11,2325.8
3,2023:01:01 21:21:11,1904.7
1,2023:01:01 21:21:41,235.2
2,2023:01:01 21:21:41,965.8
3,2023:01:01 21:21:41,47.9
1,2023:01:01 21:22:11,2530.2
2,2023:01:01 21:22:11,3268.3
3,2023:01:01 21:22:11,1899
1,2023:01:01 21:22:41,1000.2
2,2023:01:01 21:22:41,1556.8
3,2023:01:01 21:22:41,442.2
1,2023:01:01 21:23:11,1689.5
2,2023:01:01 21:23:11,613.5
3,2023:01:01 21:23:11,1800.8
1,2023:01:01 21:23:41,1236.1
2,2023:01:01 21:23:41,1674.2
3,2023:01:01 21:23:41,2219.4
1,2023:01:01 21:24:11,2369.9
2,2023:01:01 21:24:11,2318.8
3,2023:01:01 21:24:11,2017.8
1,2023:01:01 21:24:41,404.2
2,2023:01:01 21:24:41,3135.7
3,2023:01:01 21:24:41,2394.1
1,2023:01:01 21:25:11,184.7
2,2023:01:01 21:25:11,746.9
3,2023:01:01 21:25:11,1634.5
1,2023:01:01 21:25:41,438
2,2023:01:01 21:25:41,3191.3
3,2023:01:01 21:25:41,1496.4
1,2023:01:01 21:26:11,2571
2,2023:01:01 21:26:11,2006.1
3,2023:01:01 21:26:11,2538.5
1,2023:01:01 21:26:41,2007.3
2,2023:01:01 21:26:41,2750.4
3,2023:01:01 21:26:41,946.2
1,2023:01:01 21:27:11,3270.3
2,2023:01:01 21:27:11,2810.2
3,2023:01:01 21:27:11,1106.9
1,2023:01:01 21:27:41,515.4
2,2023:01:01 21:27:41,352.9
3,2023:01:01 21:27:41,3155.2
1,2023:01:01 21:28:11,3207.4
2,2023:01:01 21:28:11,1914.9
3,2023:01:01 21:28:11,373
1,2023:01:01 21:28:41,224.4
2,2023:01:01 21:28:41,1084.4
3,2023:01:01 21:28:41,1304.9
1,2023:01:01 21:29:11,1411.8
2,2023:01:01 21:29:11,2406.5
3,2023:01:01 21:29:11,2636.3
1,2023:01:01 21:29:41,1955.2
2,2023:01:01 21:29:41,2877.3
3,2023:01:01 21:29:41,1847
1,2023:01:01 21:30:11,2973.1
2,2023:01:01 21:30:11,674.7
3,2023:01:01 21:30:11,751.1
1,2023:01:01 21:30:41,586.9
2,2023:01:01 21:30:41,1439.8
3,2023:01:01 21:30:41,1049.8
1,2023:01:01 21:31:11,710.3
2,2023:01:01 21:31:11,2735.2
3,2023:01:01 21:31:11,2567.9
1,2023:01:01 21:31:41,2805.3
2,2023:01:01 21:31:41,1304.3
3,2023:01:01 21:31:41,1452.2
1,2023:01:01 21:32:11,3108.8
2,2023:01:01 21:32:11,156.3
3,2023:01:01 21:32:11,2583.4
1,2023:01:01 21:32:41,985
2,2023:01:01 21:32:41,1702.2
3,2023:01:01 21:32:41,724
1,2023:01:01 21:33:11,2191.1
2,2023:01:01 21:33:11,949.2
3,2023:01:01 21:33:11,565.1
1,2023:01:01 21:33:41,2858
2,2023:01:01 21:33:41,1547.7
3,2023:01:01 21:33:41,2761.6
1,2023:01:01 21:34:11,2987.6
2,2023:01:01 21:34:11,1917.8
3,2023:01:01 21:34:11,522
1,2023:01:01 21:34:41,1461.5
2,2023:01:01 21:34:41,2234.8
3,2023:01:01 21:34:41,2679.8
1,2023:01:01 21:35:11,3217.9
2,2023:01:01 21:35:11,3163.5
3,2023:01:01 21:35:11,1685.7
1,2023:01:01 21:35:41,288.3
2,2023:01:01 21:35:41,166.2
3,2023:01:01 21:35:41,1890.2
1,2023:01:01 21:36:11,2826.2
2,2023:01:01 21:36:11,1942
3,2023:01:01 21:36:11,1977
1,2023:01:01 21:36:41,1902.2
2,2023:01:01 21:36:41,927.3
3,2023:01:01 21:36:41,2584.1
1,2023:01:01 21:37:11,1268.6
2,2023:01:01 21:37:11,2888.8
3,2023:01:01 21:37:11,391.7
1,2023:01:01 21:37:41,3171.7
2,2023:01:01 21:37:41,189.2
3,2023:01:01 21:37:41,1369.8
1,2023:01:01 21:38:11,1126.7
2,2023:01:01 21:38:11,1174.9
3,2023:01:01 21:38:11,6.5
1,2023:01:01 21:38:41,1038.9
2,2023:01:01 21:38:41,693.2
3,2023:01:01 21:38:41,2561.9
1,2023:01:01 21:39:11,1608.1
2,2023:01:01 21:39:11,200.3
3,2023:01:01 21:39:11,2913
1,2023:01:01 21:39:41,1302.8
2,2023:01:01 21:39:41,1863.1
3,2023:01:01 21:39:41,1458.9
1,2023:01:01 21:40:11,2315.2
2,2023:01:01 21:40:11,1863
3,2023:01:01 21:40:11,1917.2
1,2023:01:01 21:40:41,1986.4
2,2023:01:01 21:40:41,640.7
3,2023:01:01 21:40:41,1229.5
1,2023:01:01 21:41:11,2542.8
2,2023:01:01 21:41:11,2968.1
3,2023:01:01 21:41:11,1849
1,2023:01:01 21:41:41,2661
2,2023:01:01 21:41:41,2617.7
3,2023:01:01 21:41:41,3107.1
1,2023:01:01 21:42:11,2523.6
2,2023:01:01 21:42:11,645.9
3,2023:01:01 21:42:11,2064.3
1,2023:01:01 21:42:41,1684
2,2023:01:01 21:42:41,2763.3
3,2023:01:01 21:42:41,2703.7
1,2023:01:01 21:43:11,2389.3
2,2023:01:01 21:43:11,2263
3,2023:01:01 21:43:11,2027.4
1,2023:01:01 21:43:41,1299.3
2,2023:01:01 21:43:41,2878.2
3,2023:01:01 21:43:41,3220.3
1,2023:01:01 21:44:11,1746.1
2,2023:01:01 21:44:11,829
3,2023:01:01 21:44:11,1966.2
1,2023:01:01 21:44:41,2230.7
2,2023:01:01 21:44:41,2099.7
3,2023:01:01 21:44:41,3115.1
1,2023:01:01 21:45:11,1842.3
2,2023:01:01 21:45:11,889
3,2023:01:01 21:45:11,1671.7
1,2023:01:01 21:45:41,664
2,2023:01:01 21:45:41,2870.3
3,2023:01:01 21:45:41,556.6
1,2023:01:01 21:46:11,488.3
2,2023:01:01 21:46:11,2366.1
3,2023:01:01 21:46:11,2265.9
1,2023:01:01 21:46:41,1824.5
2,2023:01:01 21:46:41,2038.6
3,2023:01:01 21:46:41,3265.1
1,2023:01:01 21:47:11,3276.5
2,2023:01:01 21:47:11,1960.1
3,2023:01:01 21:47:11,1684
1,2023:01:01 21:47:41,1720.9
2,2023:01:01 21:47:41,149.7
3,2023:01:01 21:47:41,2728.3
1,2023:01:01 21:48:11,2925
2,2023:01:01 21:48:11,1805.8
3,2023:01:01 21:48:11,842.1
1,2023:01:01 21:48:41,17.5
2,2023:01:01 21:48:41,3058.1
3,2023:01:01 21:48:41,2678.7
1,2023:01:01 21:49:11,327.1
2,2023:01:01 21:49:11,428.7
3,2023:01:01 21:49:11,2799.9
1,2023:01:01 21:49:41,1250.4
2,2023:01:01 21:49:41,2497.9
3,2023:01:01 21:49:41,213.8
1,2023:01:01 21:50:11,1070
2,2023:01:01 21:50:11,53
3,2023:01:01 21:50:11,246.1
1,2023:01:01 21:50:41,1211.8
2,2023:01:01 21:50:41,20.5
3,2023:01:01 21:50:41,754
1,2023:01:01 21:51:11,1882.8
2,2023:01:01 21:51:11,2445.9
3,2023:01:01 21:51:11,1162.2
1,2023:01:01 21:51:41,1439.8
2,2023:01:01 21:51:41,376
3,2023:01:01 21:51:41,2709.8
1,2023:01:01 21:52:11,1293.5
2,2023:01:01 21:52:11,1048.1
3,2023:01:01 21:52:11,3061.4
1,2023:01:01 21:52:41,1956.7
2,2023:01:01 21:52:41,1849.3
3,2023:01:01 21:52:41,2859.6
1,2023:01:01 21:53:11,1916.1
2,2023:01:01 21:53:11,774.6
3,2023:01:01 21:53:11,1053.8
1,2023:01:01 21:53:41,767
2,2023:01:01 21:53:41,2053.8
3,2023:01:01 21:53:41,2147.6
1,2023:01:01 21:54:11,2155.5
2,2023:01:01 21:54:11,2491.7
3,2023:01:01 21:54:11,1637.1
1,2023:01:01 21:54:41,1676
2,2023:01:01 21:54:41,575.2
3,2023:01:01 21:54:41,1375.8
1,2023:01:01 21:55:11,1543.3
2,2023:01:01 21:55:11,3225.5
3,2023:01:01 21:55:11,2906.5
1,2023:01:01 21:55:41,72.6
2,2023:01:01 21:55:41,240.1
3,2023:01:01 21:55:41,303.4
1,2023:01:01 21:56:11,1275.9
2,2023:01:01 21:56:11,1039.3
3,2023:01:01 21:56:11,3054.8
1,2023:01:01 21:56:41,2727.3
2,2023:01:01 21:56:41,1879.2
3,2023:01:01 21:56:41,1619.3
1,2023:01:01 21:57:11,1293.3
2,2023:01:01 21:57:11,3013.7
3,2023:01:01 21:57:11,1710.3
1,2023:01:01 21:57:41,369
2,2023:01:01 21:57:41,2821.1
3,2023:01:01 21:57:41,1369.4
1,2023:01:01 21:58:11,2466.8
2,2023:01:01 21:58:11,3262.7
3,2023:01:01 21:58:11,749.8
1,2023:01:01 21:58:41,98.9
2,2023:01:01 21:58:41,1524.8
3,2023:01:01 21:58:41,387.9
1,2023:01:01 21:59:11,1164.7
2,2023:01:01 21:59:11,1114.9
3,2023:01:01 21:59:11,3093.1
1,2023:01:01 21:59:41,66.9
2,2023:01:01 21:59:41,3087.5
3,2023:01:01 21:59:41,2559.8
1,2023:01:01 22:00:11,2544.9
2,2023:01:01 22:00:11,2543.6
3,2023:01:01 22:00:11,2459.9
1,2023:01:01 22:00:41,2012.3
2,2023:01:01 22:00:41,144.3
3,2023:01:01 22:00:41,173.1
1,2023:01:01 22:01:11,1815.4
2,2023:01:01 22:01:11,2286.1
3,2023:01:01 22:01:11,443.4
1,2023:01:01 22:01:41,938.5
2,2023:01:01 22:01:41,2396.7
3,2023:01:01 22:01:41,1081.6
1,2023:01:01 22:02:11,1139.3
2,2023:01:01 22:02:11,1670.4
3,2023:01:01 22:02:11,2986.6
1,2023:01:01 22:02:41,3095.3
2,2023:01:01 22:02:41,3030.8
3,2023:01:01 22:02:41,2822.3
1,2023:01:01 22:03:11,1868.4
2,2023:01:01 22:03:11,3079.2
3,2023:01:01 22:03:11,2266.7
1,2023:01:01 22:03:41,1004.8
2,2023:01:01 22:03:41,3246.9
3,2023:01:01 22:03:41,1393
1,2023:01:01 22:04:11,3081.1
2,2023:01:01 22:04:11,1981.4
3,2023:01:01 22:04:11,1609
1,2023:01:01 22:04:41,542.7
2,2023:01:01 22:04:41,2374.3
3,2023:01:01 22:04:41,160.4
1,2023:01:01 22:05:11,1059.9
2,2023:01:01 22:05:11,1647.4
3,2023:01:01 22:05:11,719.5
1,2023:01:01 22:05:41,50.6
2,2023:01:01 22:05:41,515.8
3,2023:01:01 22:05:41,1758.9
1,2023:01:01 22:06:11,985.8
2,2023:01:01 22:06:11,2780.9
3,2023:01:01 22:06:11,1788.9
1,2023:01:01 22:06:41,1144.7
2,2023:01:01 22:06:41,4
3,2023:01:01 22:06:41,381.8
1,2023:01:01 22:07:11,936.4
2,2023:01:01 22:07:11,1797.5
3,2023:01:01 22:07:11,2.6
1,2023:01:01 22:07:41,2508.9
2,2023:01:01 22:07:41,250.3
3,2023:01:01 22:07:41,3006.6
1,2023:01:01 22:08:11,2641.2
2,2023:01:01 22:08:11,684
3,2023:01:01 22:08:11,1257
1,2023:01:01 22:08:41,1467.6
2,2023:01:01 22:08:41,2539.5
3,2023:01:01 22:08:41,2864.1
1,2023:01:01 22:09:11,2998.6
2,2023:01:01 22:09:11,1765.1
3,2023:01:01 22:09:11,2110.9
1,2023:01:01 22:09:41,818.7
2,2023:01:01 22:09:41,2008.3
3,2023:01:01 22:09:41,2108.5
1,2023:01:01 22:10:11,2339
2,2023:01:01 22:10:11,3125
3,2023:01:01 22:10:11,1868.6
1,2023:01:01 22:10:41,475.5
2,2023:01:01 22:10:41,1138.1
3,2023:01:01 22:10:41,2812.8
1,2023:01:01 22:11:11,2550.2
2,2023:01:01 22:11:11,2427.7
3,2023:01:01 22:11:11,3086.2
1,2023:01:01 22:11:41,2642.4
2,2023:01:01 22:11:41,356.5
3,2023:01:01 22:11:41,387.2
1,2023:01:01 22:12:11,83.2
2,2023:01:01 22:12:11,3088.5
3,2023:01:01 22:12:11,1442.8
1,2023:01:01 22:12:41,664.6
2,2023:01:01 22:12:41,2088.9
3,2023:01:01 22:12:41,647.8
1,2023:01:01 22:13:11,1088.3
2,2023:01:01 22:13:11,2492.5
3,2023:01:01 22:13:11,2126.5
1,2023:01:01 22:13:41,3126
2,2023:01:01 22:13:41,504.5
3,2023:01:01 22:13:41,2077.8
1,2023:01:01 22:14:11,582.1
2,2023:01:01 22:14:11,1385.5
3,2023:01:01 22:14:11,252
1,2023:01:01 22:14:41,1292.7
2,2023:01:01 22:14:41,2477.3
3,2023:01:01 22:14:41,2513.4
1,2023:01:01 22:15:11,2725.1
2,2023:01:01 22:15:11,2267.5
3,2023:01:01 22:15:11,1333.6
1,2023:01:01 22:15:41,1633.4
2,2023:01:01 22:15:41,2100.1
3,2023:01:01 22:15:41,273.7
1,2023:01:01 22:16:11,931
2,2023:01:01 22:16:11,597.4
3,2023:01:01 22:16:11,759
1,2023:01:01 22:16:41,2035.6
2,2023:01:01 22:16:41,107.1
3,2023:01:01 22:16:41,3208
1,2023:01:01 22:17:11,1093.5
2,2023:01:01 22:17:11,3214.5
3,2023:01:01 22:17:11,1728.2
1,2023:01:01 22:17:41,182.5
2,2023:01:01 22:17:41,1871.8
3,2023:01:01 22:17:41,1357.3
1,2023:01:01 22:18:11,471.2
2,2023:01:01 22:18:11,1303.7
3,2023:01:01 22:18:11,499.8
1,2023:01:01 22:18:41,990.5
2,2023:01:01 22:18:41,716.2
3,2023:01:01 22:18:41,171.7
1,2023:01:01 22:19:11,869.2
2,2023:01:01 22:19:11,1953.9
3,2023:01:01 22:19:11,2804.7
1,2023:01:01 22:19:41,1094.6
2,2023:01:01 22:19:41,1910.3
3,2023:01:01 22:19:41,3023.1
1,2023:01:01 22:20:11,2411.5
2,2023:01:01 22:20:11,83.9
3,2023:01:01 22:20:11,2585.8
1,2023:01:01 22:20:41,2082.9
2,2023:01:01 22:20:41,264.5
3,2023:01:01 22:20:41,339.4
1,2023:01:01 22:21:11,1719.9
2,2023:01:01 22:21:11,1964.5
3,2023:01:01 22:21:11,1427.2
1,2023:01:01 22:21:41,67.5
2,2023:01:01 22:21:41,2186.2
3,2023:01:01 22:21:41,3207.2
1,2023:01:01 22:22:11,1377.3
2,2023:01:01 22:22:11,248
3,2023:01:01 22:22:11,1123.8
1,2023:01:01 22:22:41,2689.7
2,2023:01:01 22:22:41,354.2
3,2023:01:01 22:22:41,2960.8
1,2023:01:01 22:23:11,1920.3
2,2023:01:01 22:23:11,2327.7
3,2023:01:01 22:23:11,612.5
1,2023:01:01 22:23:41,2013.4
2,2023:01:01 22:23:41,140.1
3,2023:01:01 22:23:41,907.8
1,2023:01:01 22:24:11,1838.2
2,2023:01:01 22:24:11,2016.9
3,2023:01:01 22:24:11,2073.6
1,2023:01:01 22:24:41,2747.8
2,2023:01:01 22:24:41,1793.9
3,2023:01:01 22:24:41,2113.8
1,2023:01:01 22:25:11,1872.1
2,2023:01:01 22:25:11,3142.6
3,2023:01:01 22:25:11,1066.3
1,2023:01:01 22:25:41,167.7
2,2023:01:01 22:25:41,2157.5
3,2023:01:01 22:25:41,672.4
1,2023:01:01 22:26:11,2598.1
2,2023:01:01 22:26:11,2770
3,2023:01:01 22:26:11,796.1
1,2023:01:01 22:26:41,2886.2
2,2023:01:01 22:26:41,1600.2
